customer_id,age,gender,purchase_amount,location,size,color,season,review_rating,subscription_status,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_category
2298,60,Male,83,California,M,Orange,Summer,4.7,No,No,1,Bank Transfer,Quarterly,Senior,High
4311,19,Female,873.21,Chicago,S,Red,Winter,5,Yes,No,33,Credit Card,Monthly,Teen,High
485,68,Male,73,Missouri,L,Lavender,Summer,4.7,Yes,Yes,28,Bank Transfer,Quarterly,Senior,High
736,61,Male,48,Montana,M,Orange,Fall,3.6,Yes,Yes,48,Cash,Bi-Weekly,Senior,Medium
2505,56,Male,94,Rhode Island,M,Turquoise,Winter,4,No,No,31,Cash,Bi-Weekly,Senior,High
323,41,Male,95,Tennessee,S,Cyan,Winter,3,Yes,Yes,47,Credit Card,Monthly,Adult,High
195,51,Male,94,Missouri,M,Olive,Spring,3.1,Yes,Yes,15,Debit Card,Quarterly,Senior,High
2135,55,Male,41,Virginia,XL,Maroon,Winter,2.9,No,No,35,Credit Card,Fortnightly,Senior,Medium
2474,57,Male,98,Arkansas,M,Red,Winter,2.6,No,No,28,Cash,Quarterly,Senior,High
3767,62,Female,59,Texas,M,Black,Fall,4.9,No,No,43,Debit Card,Annually,Senior,Medium
345,24,Male,71,Virginia,M,Charcoal,Winter,4,Yes,Yes,46,Debit Card,Monthly,Young Adult,High
1027,49,Male,95,Virginia,L,Turquoise,Winter,3,Yes,Yes,39,PayPal,Bi-Weekly,Adult,High
468,19,Male,51,Nebraska,S,Orange,Spring,4.5,Yes,Yes,37,Debit Card,Every 3 Months,Teen,Medium
3693,59,Female,34,Alabama,L,Turquoise,Spring,4.8,No,No,29,Cash,Fortnightly,Senior,Medium
1618,43,Male,64,Wisconsin,M,Peach,Winter,4.3,No,Yes,50,Credit Card,Fortnightly,Adult,Medium
1990,35,Male,42,Maryland,S,Charcoal,Spring,4,No,No,39,PayPal,Bi-Weekly,Young Adult,Medium
352,28,Male,90,New York,M,Teal,Winter,3.9,Yes,Yes,24,Debit Card,Bi-Weekly,Young Adult,High
2616,49,Male,62,Arizona,M,Maroon,Fall,3.1,No,No,6,Debit Card,Quarterly,Adult,Medium
1486,22,Male,56,Nebraska,L,Red,Spring,3.4,No,Yes,3,Cash,Fortnightly,Young Adult,Medium
3563,47,Female,36,Maryland,M,Cyan,Winter,3.4,No,No,7,Bank Transfer,Weekly,Adult,Medium
3318,21,Female,67,North Carolina,XL,Pink,Summer,4.7,No,No,30,Cash,Quarterly,Young Adult,Medium
151,35,Male,96,California,L,Cyan,Fall,4.9,Yes,Yes,17,Debit Card,Every 3 Months,Young Adult,High
1059,29,Male,33,New Mexico,L,Violet,Summer,3.1,No,Yes,49,Bank Transfer,Every 3 Months,Young Adult,Medium
2868,21,Female,55,Colorado,L,White,Summer,4.9,No,No,33,Cash,Fortnightly,Young Adult,Medium
2145,47,Male,23,Maryland,L,Orange,Winter,3.7,No,No,25,PayPal,Quarterly,Adult,Low
1008,58,Male,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Yes,2,Credit Card,Annually,Senior,Medium
4670,41,Male,,Chicago,,Blue,Autumn,,No,Yes,,PayPal,Quarterly,Adult,High
2351,57,Male,26,Hawaii,M,Turquoise,Winter,4.2,No,No,21,Cash,Annually,Senior,Low
3590,31,Female,73,New Hampshire,M,Blue,Spring,4.8,No,No,38,Cash,Every 3 Months,Young Adult,High
506,61,Male,63,Maine,L,Gray,Spring,4.3,Yes,Yes,9,Cash,Bi-Weekly,Senior,Medium
11,53,Male,34,Arkansas,L,Purple,Fall,4.1,Yes,Yes,26,Bank Transfer,Bi-Weekly,Senior,Medium
783,28,Male,57,Hawaii,M,Green,Summer,4.5,Yes,Yes,15,Cash,Weekly,Young Adult,Medium
2236,40,Male,82,Illinois,M,Gray,Spring,4.5,No,No,44,Credit Card,Annually,Adult,High
2724,54,Female,49,Texas,XL,Brown,Summer,2.9,No,No,3,PayPal,Every 3 Months,Senior,Medium
5099,59,Female,736.01,Chicago,,White,Spring,1,No,Yes,,Cash,Weekly,Senior,High
3843,35,Female,84,Colorado,L,Lavender,Winter,4.2,No,No,42,Debit Card,Monthly,Young Adult,High
3,50,Male,73,Massachusetts,S,Maroon,Spring,3.1,Yes,Yes,23,Credit Card,Weekly,Adult,High
1208,62,Male,90,Washington,M,White,Summer,4.1,No,Yes,48,Credit Card,Every 3 Months,Senior,High
2759,32,Female,98,Illinois,M,Purple,Summer,3.2,No,No,8,Bank Transfer,Bi-Weekly,Young Adult,High
384,50,Male,77,West Virginia,S,Magenta,Fall,,Yes,Yes,6,PayPal,Quarterly,Adult,High
1866,56,Male,62,Missouri,S,Silver,Summer,3.8,No,No,12,Bank Transfer,Monthly,Senior,Medium
4739,29,Male,,New York,S,Green,Autumn,1,Yes,No,9,Cash,Weekly,Young Adult,High
2497,67,Male,79,Illinois,S,Yellow,Summer,3.2,No,No,37,Credit Card,Weekly,Senior,High
2573,54,Male,42,Washington,M,Silver,Fall,3.9,No,No,40,Bank Transfer,Quarterly,Senior,Medium
1284,69,Male,94,Oregon,M,Violet,Winter,3.9,No,Yes,23,Debit Card,Every 3 Months,Senior,High
171,52,Male,25,Wyoming,M,Maroon,Fall,2.6,Yes,Yes,46,Venmo,Bi-Weekly,Senior,Low
2980,31,Female,91,Louisiana,L,Olive,Fall,2.6,No,No,14,PayPal,Weekly,Young Adult,High
4803,70,Other,,Phoenix,L,Black,Summer,5,Yes,Yes,,Debit Card,Monthly,Senior,High
3077,66,Female,46,New Hampshire,M,Blue,Summer,3.6,No,No,13,Venmo,Bi-Weekly,Senior,Medium
609,41,Male,25,Delaware,S,Gold,Fall,3.3,Yes,Yes,21,Venmo,Every 3 Months,Adult,Low
3668,51,Female,45,Washington,L,Cyan,Fall,2.6,No,No,20,Venmo,Monthly,Senior,Medium
3123,23,Female,45,Georgia,M,Pink,Fall,3,No,No,34,Credit Card,Fortnightly,Young Adult,Medium
3098,48,Female,33,Delaware,M,Silver,Fall,3.7,No,No,39,Bank Transfer,Quarterly,Adult,Medium
2227,22,Male,72,Missouri,L,Blue,Spring,4.8,No,No,28,Cash,Annually,Young Adult,High
2383,39,Male,60,California,M,Turquoise,Spring,3.9,No,No,44,Debit Card,Weekly,Adult,Medium
4377,34,Female,,Chicago,,Green,Autumn,,No,No,3,Debit Card,Weekly,Young Adult,High
4512,42,Male,,Los Angeles,M,Red,Winter,,No,Yes,5,PayPal,Monthly,Adult,High
3839,47,Female,25,Rhode Island,L,Green,Summer,4.2,No,No,24,Venmo,Every 3 Months,Adult,Low
4938,47,Female,914.23,Chicago,M,Green,Summer,,No,No,,Debit Card,Weekly,Adult,High
1056,70,Male,27,Massachusetts,M,Orange,Spring,3.3,No,Yes,24,Debit Card,Annually,Senior,Low
2284,44,Male,45,Ohio,S,Black,Winter,4.1,No,No,34,Credit Card,Fortnightly,Adult,Medium
4594,46,Male,,Phoenix,L,White,Summer,,Yes,No,,Cash,Monthly,Adult,High
1113,69,Male,67,Washington,XL,Pink,Spring,4.6,No,Yes,32,PayPal,Quarterly,Senior,Medium
4205,45,Other,,Los Angeles,L,Red,Summer,5,No,No,26,Debit Card,Quarterly,Adult,High
4124,46,Other,,Houston,,Red,Winter,,No,Yes,,Credit Card,Monthly,Adult,High
3380,61,Female,51,Tennessee,L,Turquoise,Summer,5,No,No,40,Cash,Weekly,Senior,Medium
4347,65,Male,,Chicago,S,Black,Summer,4,Yes,Yes,,PayPal,Weekly,Senior,High
2091,51,Male,71,Massachusetts,S,Teal,Winter,3.4,No,No,21,Debit Card,Monthly,Senior,High
3010,62,Female,73,Louisiana,M,Silver,Winter,4.6,No,No,8,Venmo,Fortnightly,Senior,High
3845,30,Female,87,Montana,S,Cyan,Fall,5,No,No,40,Venmo,Quarterly,Young Adult,High
153,30,Male,85,South Carolina,S,Brown,Summer,4.3,Yes,Yes,42,Venmo,Annually,Young Adult,High
4269,56,Female,118.61,Los Angeles,,Green,Autumn,1,Yes,Yes,,PayPal,Quarterly,Senior,High
837,23,Male,90,West Virginia,L,Violet,Winter,3.9,Yes,Yes,22,Cash,Bi-Weekly,Young Adult,High
1971,28,Male,94,Maryland,M,Indigo,Spring,2.9,No,No,4,Credit Card,Bi-Weekly,Young Adult,High
227,29,Male,74,Texas,L,Violet,Spring,3.3,Yes,Yes,5,PayPal,Monthly,Young Adult,High
4989,61,Male,,Los Angeles,S,Red,Autumn,5,Yes,Yes,43,Cash,Weekly,Senior,High
1702,69,Male,41,Mississippi,XL,Blue,Winter,3.8,No,No,44,Debit Card,Every 3 Months,Senior,Medium
200,54,Male,73,Idaho,XL,Green,Summer,3.8,Yes,Yes,32,Cash,Weekly,Senior,High
2717,47,Female,40,Colorado,L,Black,Spring,2.7,No,No,21,Debit Card,Weekly,Adult,Medium
1506,46,Male,20,North Dakota,M,Teal,Summer,3,No,Yes,39,Cash,Monthly,Adult,Low
2419,22,Male,69,Michigan,S,Indigo,Fall,4,No,No,47,Cash,Every 3 Months,Young Adult,Medium
321,66,Male,72,Kansas,L,White,Summer,4.9,Yes,Yes,28,Debit Card,Quarterly,Senior,High
4163,28,Other,789.72,Los Angeles,S,White,Autumn,4,Yes,Yes,33,Credit Card,Quarterly,Young Adult,High
4900,41,Male,510.59,New York,L,White,Autumn,,No,No,36,Credit Card,Monthly,Adult,High
5088,57,Other,,Los Angeles,L,Red,Summer,,No,Yes,11,PayPal,Monthly,Senior,High
2102,49,Male,23,Oregon,M,Blue,Winter,3.6,No,No,12,Bank Transfer,Bi-Weekly,Adult,Low
1836,65,Male,75,Kentucky,M,Lavender,Fall,3.2,No,No,45,Credit Card,Quarterly,Senior,High
3702,46,Female,66,New Mexico,M,Charcoal,Spring,4.5,No,No,36,Cash,Annually,Adult,Medium
241,47,Male,45,Montana,XL,Turquoise,Winter,3.5,Yes,Yes,29,Bank Transfer,Fortnightly,Adult,Medium
2983,33,Female,45,Wisconsin,M,Orange,Summer,3.6,No,No,4,Credit Card,Weekly,Young Adult,Medium
897,69,Male,29,Arkansas,M,Lavender,Spring,4.7,Yes,Yes,38,Cash,Fortnightly,Senior,Low
4663,29,Male,627.73,Houston,XL,Red,Summer,,Yes,No,,Cash,Quarterly,Young Adult,High
3667,67,Female,50,Alabama,M,Olive,Winter,3,No,No,47,Cash,Every 3 Months,Senior,Medium
817,26,Male,24,Illinois,L,Cyan,Summer,3.9,Yes,Yes,24,Debit Card,Monthly,Young Adult,Low
16,64,Male,81,Rhode Island,M,Teal,Winter,2.8,Yes,Yes,8,PayPal,Monthly,Senior,High
2537,51,Male,39,Oklahoma,L,Gray,Spring,4.9,No,No,45,PayPal,Every 3 Months,Senior,Medium
3694,66,Female,46,South Dakota,M,Violet,Summer,4.7,No,No,10,Venmo,Weekly,Senior,Medium
2823,61,Female,37,New Jersey,S,Brown,Fall,4.1,No,No,33,PayPal,Quarterly,Senior,Medium
2896,56,Female,86,Montana,L,Green,Summer,4.6,No,No,29,Bank Transfer,Monthly,Senior,High
4945,59,Female,1343.37,Phoenix,,Red,Summer,2,No,Yes,,Credit Card,Weekly,Senior,High
2409,23,Male,55,Hawaii,XL,Black,Fall,4.2,No,No,44,Debit Card,Every 3 Months,Young Adult,Medium
1126,27,Male,90,North Dakota,M,Lavender,Summer,2.7,No,Yes,10,Bank Transfer,Weekly,Young Adult,High
2798,63,Female,42,Oklahoma,M,Green,Winter,3.5,No,No,10,Venmo,Every 3 Months,Senior,Medium
304,20,Male,60,Oregon,M,Turquoise,Summer,3.3,Yes,Yes,49,Venmo,Weekly,Teen,Medium
2450,26,Male,56,Alabama,S,Violet,Fall,4.1,No,No,31,Venmo,Fortnightly,Young Adult,Medium
2572,45,Male,27,Mississippi,L,Black,Winter,3.5,No,No,48,Cash,Fortnightly,Adult,Low
4390,59,Female,,Los Angeles,S,White,Winter,1,Yes,No,,Credit Card,Quarterly,Senior,High
1601,20,Male,26,Montana,S,Yellow,Spring,4.7,No,Yes,24,PayPal,Weekly,Teen,Low
774,29,Male,84,California,L,Indigo,Winter,2.6,Yes,Yes,14,Debit Card,Bi-Weekly,Young Adult,High
1025,28,Male,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Yes,18,Venmo,Quarterly,Young Adult,Medium
2943,54,Female,63,Hawaii,M,Brown,Summer,2.6,No,No,37,Bank Transfer,Weekly,Senior,Medium
3658,58,Female,82,Alabama,L,Gold,Winter,3.7,No,No,1,Debit Card,Every 3 Months,Senior,High
766,54,Male,99,Alaska,M,Pink,Summer,3,Yes,Yes,13,Cash,Quarterly,Senior,High
554,63,Male,59,Florida,M,White,Winter,3.2,Yes,Yes,15,Credit Card,Quarterly,Senior,Medium
4007,33,Male,,New York,S,Blue,Spring,1,No,Yes,,PayPal,Monthly,Young Adult,High
3294,19,Female,91,West Virginia,M,Gold,Spring,3.5,No,No,47,Credit Card,Fortnightly,Teen,High
4631,44,Female,749.08,New York,L,Green,Spring,,No,Yes,25,PayPal,Monthly,Adult,High
2508,58,Male,36,Louisiana,M,Cyan,Fall,2.9,No,No,32,Credit Card,Every 3 Months,Senior,Medium
3339,29,Female,94,Minnesota,L,White,Winter,2.9,No,No,46,Credit Card,Monthly,Young Adult,High
2843,28,Female,100,Arizona,L,Green,Fall,4.3,No,No,48,Debit Card,Quarterly,Young Adult,High
796,39,Male,26,New York,M,Beige,Summer,4.6,Yes,Yes,34,Venmo,Annually,Adult,Low
1934,48,Male,67,Montana,L,Violet,Summer,4.1,No,No,28,Venmo,Annually,Adult,Medium
3220,57,Female,40,Kansas,L,White,Summer,3.5,No,No,39,Credit Card,Weekly,Senior,Medium
2067,64,Male,92,Illinois,M,Olive,Fall,4.7,No,No,44,Debit Card,Fortnightly,Senior,High
2245,35,Male,37,South Carolina,M,Gold,Summer,4.8,No,No,22,PayPal,Annually,Young Adult,Medium
632,55,Male,68,Washington,S,Violet,Summer,4.1,Yes,Yes,27,Cash,Fortnightly,Senior,Medium
1874,64,Male,44,Wisconsin,XL,Red,Fall,2.9,No,No,49,Bank Transfer,Weekly,Senior,Medium
4677,41,Female,,Los Angeles,L,White,Autumn,,No,No,9,Credit Card,Monthly,Adult,High
4437,28,Male,412.8,Phoenix,,Green,Autumn,,Yes,Yes,,Credit Card,Quarterly,Young Adult,High
4161,54,Other,,New York,XL,Blue,Spring,,No,No,,Debit Card,Weekly,Senior,High
1458,58,Male,57,Pennsylvania,S,Gray,Spring,4.7,No,Yes,47,Venmo,Fortnightly,Senior,Medium
4634,49,Female,,Chicago,,Red,Summer,,No,Yes,,Cash,Quarterly,Adult,High
4032,23,Female,213.14,Phoenix,L,White,Winter,,Yes,Yes,,Credit Card,Monthly,Young Adult,High
1939,46,Male,23,Kentucky,L,Blue,Spring,3.8,No,No,39,Debit Card,Bi-Weekly,Adult,Low
2692,43,Female,25,Nebraska,L,Blue,Winter,3.3,No,No,48,Cash,Monthly,Adult,Low
4384,22,Female,632.95,Houston,M,White,Summer,4,No,Yes,35,Cash,Quarterly,Young Adult,High
33,36,Male,67,Kansas,M,Silver,Summer,4.9,Yes,Yes,37,Venmo,Annually,Adult,Medium
4751,26,Female,,Houston,L,Black,Spring,4,Yes,Yes,14,Cash,Monthly,Young Adult,High
2192,26,Male,69,Pennsylvania,S,Maroon,Summer,3.8,No,No,46,Cash,Bi-Weekly,Young Adult,Medium
3692,63,Female,21,Michigan,XL,Orange,Summer,4.8,No,No,24,PayPal,Weekly,Senior,Low
2502,49,Male,94,West Virginia,M,Violet,Fall,4.6,No,No,30,Venmo,Bi-Weekly,Adult,High
2235,35,Male,66,New Hampshire,S,Yellow,Winter,4,No,No,26,Cash,Weekly,Young Adult,Medium
3373,56,Female,25,Pennsylvania,M,Maroon,Winter,4.6,No,No,14,Credit Card,Every 3 Months,Senior,Low
1976,53,Male,77,Illinois,L,Turquoise,Fall,2.9,No,No,4,Cash,Quarterly,Senior,High
2318,47,Male,34,New Jersey,M,Purple,Summer,4.7,No,No,28,Bank Transfer,Monthly,Adult,Medium
4484,70,Other,1104.47,Phoenix,L,Green,Spring,1,No,Yes,10,PayPal,Monthly,Senior,High
3014,41,Female,55,Arizona,L,Peach,Summer,4.2,No,No,13,Cash,Monthly,Adult,Medium
1760,68,Male,58,Louisiana,L,Green,Spring,4,No,No,1,PayPal,Weekly,Senior,Medium
946,38,Male,38,Minnesota,M,Violet,Summer,4.1,Yes,Yes,8,Venmo,Every 3 Months,Adult,Medium
1858,51,Male,85,Colorado,L,Maroon,Summer,4,No,No,33,Cash,Monthly,Senior,High
877,41,Male,51,Nebraska,L,Gray,Summer,3.8,Yes,Yes,1,Debit Card,Weekly,Adult,Medium
1784,42,Male,49,Ohio,L,Lavender,Winter,3.3,No,No,30,Credit Card,Monthly,Adult,Medium
3175,45,Female,52,Oklahoma,L,Orange,Winter,3.8,No,No,35,PayPal,Monthly,Adult,Medium
3004,51,Female,53,Oregon,M,Brown,Fall,2.8,No,No,13,Credit Card,Every 3 Months,Senior,Medium
4582,68,Female,784.97,Los Angeles,M,White,Summer,,Yes,No,7,PayPal,Weekly,Senior,High
3287,45,Female,67,Illinois,L,Pink,Winter,5,No,No,4,Venmo,Fortnightly,Adult,Medium
4808,30,Male,478.64,Houston,L,White,Summer,,No,Yes,,Cash,Weekly,Young Adult,High
4486,50,Female,,Houston,M,Blue,Winter,,No,No,21,Credit Card,Monthly,Adult,High
4586,23,Female,,Los Angeles,L,Red,Autumn,,No,No,,Credit Card,Monthly,Young Adult,High
1768,69,Male,89,Minnesota,L,Lavender,Fall,3.8,No,No,46,Debit Card,Fortnightly,Senior,High
4245,42,Female,454,New York,L,Red,Autumn,5,No,No,40,Debit Card,Monthly,Adult,High
2619,70,Male,77,Louisiana,L,Brown,Fall,4.1,No,No,12,Venmo,Monthly,Senior,High
2671,30,Female,44,Pennsylvania,M,Yellow,Fall,4.7,No,No,26,Bank Transfer,Bi-Weekly,Young Adult,Medium
3377,22,Female,46,Ohio,M,Green,Winter,4.1,No,No,24,Cash,Quarterly,Young Adult,Medium
4397,47,Other,,Chicago,L,White,Spring,,Yes,No,,Credit Card,Weekly,Adult,High
3329,42,Female,35,Wisconsin,M,Violet,Spring,3.2,No,No,11,Cash,Bi-Weekly,Adult,Medium
4276,53,Other,,Houston,M,Red,Spring,,Yes,No,28,Credit Card,Monthly,Senior,High
809,46,Male,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Yes,38,Cash,Every 3 Months,Adult,High
4842,30,Female,,Phoenix,L,White,Summer,4,Yes,No,,Debit Card,Monthly,Young Adult,High
3879,60,Female,42,South Carolina,M,Pink,Summer,3.4,No,No,24,Credit Card,Annually,Senior,Medium
3836,58,Female,58,Pennsylvania,L,Silver,Winter,2.6,No,No,28,PayPal,Bi-Weekly,Senior,Medium
1906,47,Male,35,Idaho,M,Teal,Summer,4.9,No,No,14,Bank Transfer,Fortnightly,Adult,Medium
225,63,Male,83,South Dakota,S,Beige,Summer,2.9,Yes,Yes,12,Cash,Every 3 Months,Senior,High
1482,64,Male,33,Maryland,S,Gray,Spring,3.3,No,Yes,31,PayPal,Quarterly,Senior,Medium
4323,31,Male,,Phoenix,L,White,Winter,4,No,No,,Debit Card,Weekly,Young Adult,High
203,57,Male,38,Nebraska,L,Magenta,Spring,2.7,Yes,Yes,33,Venmo,Annually,Senior,Medium
259,61,Male,74,Alabama,S,Lavender,Spring,2.8,Yes,Yes,16,Cash,Quarterly,Senior,High
5075,69,Male,377.18,New York,M,Black,Spring,3,No,No,35,Credit Card,Monthly,Senior,High
3118,43,Female,50,Florida,M,Olive,Fall,3,No,No,4,PayPal,Bi-Weekly,Adult,Medium
2473,24,Male,73,Utah,M,Peach,Summer,4.1,No,No,31,Credit Card,Annually,Young Adult,High
2277,31,Male,82,Wyoming,L,Red,Summer,4.1,No,No,25,Debit Card,Weekly,Young Adult,High
2238,45,Male,34,Alabama,S,Black,Summer,3.8,No,No,31,Venmo,Every 3 Months,Adult,Medium
374,23,Male,27,North Dakota,L,White,Summer,4.6,Yes,Yes,11,Venmo,Bi-Weekly,Young Adult,Low
3567,28,Female,88,Alaska,S,Orange,Spring,3.1,No,No,14,Venmo,Monthly,Young Adult,High
4455,46,Female,,New York,,Blue,Spring,,No,No,23,Debit Card,Quarterly,Adult,High
1408,56,Male,61,Nevada,XL,Charcoal,Spring,4.5,No,Yes,11,Credit Card,Annually,Senior,Medium
1356,59,Male,91,Florida,M,Blue,Summer,3,No,Yes,50,PayPal,Bi-Weekly,Senior,High
2186,40,Male,32,North Carolina,M,Violet,Winter,2.5,No,No,50,Debit Card,Every 3 Months,Adult,Medium
290,49,Male,85,New York,M,Yellow,Fall,4.5,Yes,Yes,26,Credit Card,Monthly,Adult,High
1843,61,Male,78,Alabama,M,Black,Summer,4.4,No,No,1,Debit Card,Annually,Senior,High
84,36,Male,40,Texas,M,Turquoise,Summer,4.1,Yes,Yes,34,Bank Transfer,Weekly,Adult,Medium
231,66,Male,88,Utah,L,Olive,Fall,4.1,Yes,Yes,43,Credit Card,Annually,Senior,High
754,47,Male,54,Massachusetts,M,Teal,Fall,3.4,Yes,Yes,27,Venmo,Quarterly,Adult,Medium
1993,33,Male,98,New Jersey,L,Gold,Winter,4.9,No,No,28,Venmo,Monthly,Young Adult,High
4183,69,Female,,Phoenix,S,Black,Autumn,4,No,No,,PayPal,Weekly,Senior,High
1222,18,Male,69,Iowa,M,Red,Winter,4.5,No,Yes,3,Cash,Quarterly,Teen,Medium
4469,22,Female,639.97,Chicago,,Blue,Spring,1,No,Yes,,Cash,Monthly,Young Adult,High
2992,66,Female,71,Utah,L,Green,Summer,3.9,No,No,7,PayPal,Bi-Weekly,Senior,High
3231,49,Female,49,Kansas,M,Olive,Summer,2.5,No,No,38,Debit Card,Annually,Adult,Medium
2641,30,Male,75,Indiana,L,Olive,Summer,4,No,No,45,Venmo,Bi-Weekly,Young Adult,High
978,20,Male,20,Washington,M,Black,Spring,4.6,Yes,Yes,34,Cash,Bi-Weekly,Teen,Low
962,62,Male,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Yes,37,Debit Card,Quarterly,Senior,High
1185,63,Male,73,South Carolina,S,Indigo,Fall,3.4,No,Yes,19,Credit Card,Annually,Senior,High
1449,64,Male,95,West Virginia,M,Black,Summer,3.6,No,Yes,11,Credit Card,Every 3 Months,Senior,High
1470,28,Male,98,Mississippi,M,Purple,Winter,4.4,No,Yes,31,PayPal,Every 3 Months,Young Adult,High
473,20,Male,39,Georgia,L,Gray,Winter,3.9,Yes,Yes,3,Bank Transfer,Quarterly,Teen,Medium
3614,58,Female,27,Minnesota,M,Magenta,Fall,3.5,No,No,40,Venmo,Annually,Senior,Low
3544,58,Female,83,Colorado,M,Blue,Winter,4.1,No,No,18,PayPal,Every 3 Months,Senior,High
2452,41,Male,60,Oklahoma,M,Purple,Fall,3.4,No,No,27,Venmo,Monthly,Adult,Medium
4273,64,Female,938.96,New York,XL,Red,Summer,5,No,No,42,Cash,Monthly,Senior,High
4025,68,Female,,Phoenix,XL,Red,Summer,,No,Yes,33,Debit Card,Quarterly,Senior,High
1817,26,Male,79,Virginia,M,Purple,Summer,4,No,No,4,Cash,Weekly,Young Adult,High
2487,61,Male,58,Texas,L,Magenta,Spring,4.4,No,No,6,Credit Card,Fortnightly,Senior,Medium
690,19,Male,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Yes,35,Credit Card,Every 3 Months,Teen,High
2533,55,Male,86,Nebraska,S,Charcoal,Summer,2.6,No,No,4,Debit Card,Weekly,Senior,High
1292,69,Male,68,South Dakota,S,Beige,Spring,3.2,No,Yes,23,Debit Card,Fortnightly,Senior,Medium
3239,25,Female,84,Wyoming,XL,Teal,Fall,3.4,No,No,37,Cash,Quarterly,Young Adult,High
582,32,Male,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Yes,12,Bank Transfer,Every 3 Months,Young Adult,High
2557,24,Male,88,Montana,XL,Magenta,Fall,3.1,No,No,4,Bank Transfer,Quarterly,Young Adult,High
1873,43,Male,64,Alaska,M,Lavender,Summer,4.6,No,No,24,Credit Card,Monthly,Adult,Medium
2893,22,Female,39,Nevada,M,Teal,Spring,3.2,No,No,47,Credit Card,Monthly,Young Adult,Medium
3458,64,Female,87,Maryland,M,Gray,Summer,3,No,No,29,Cash,Fortnightly,Senior,High
1960,46,Male,90,Colorado,M,White,Fall,3.1,No,No,7,Credit Card,Every 3 Months,Adult,High
4219,44,Male,1495.94,Houston,L,Green,Spring,5,No,No,,Credit Card,Weekly,Adult,High
3235,49,Female,96,Washington,M,Black,Winter,2.5,No,No,16,Debit Card,Quarterly,Adult,High
5081,37,Other,1103.56,Phoenix,,Green,Autumn,3,No,No,17,Debit Card,Weekly,Adult,High
1955,26,Male,77,Colorado,M,Pink,Winter,4.2,No,No,3,Venmo,Quarterly,Young Adult,High
848,53,Male,44,New Jersey,L,Blue,Fall,4.1,Yes,Yes,30,PayPal,Monthly,Senior,Medium
3278,59,Female,86,Texas,M,Blue,Spring,4.9,No,No,3,Credit Card,Monthly,Senior,High
1101,50,Male,28,Nevada,L,Gold,Spring,4.4,No,Yes,2,Credit Card,Weekly,Adult,Low
2331,60,Male,63,Arizona,L,Orange,Summer,2.9,No,No,47,PayPal,Every 3 Months,Senior,Medium
553,24,Male,94,Missouri,M,Peach,Fall,3.5,Yes,Yes,18,Bank Transfer,Weekly,Young Adult,High
5005,60,Male,,Chicago,,Black,Spring,,No,No,,Cash,Weekly,Senior,High
3325,37,Female,32,Missouri,S,Red,Fall,3.3,No,No,41,Venmo,Weekly,Adult,Medium
1756,56,Male,20,Delaware,XL,Charcoal,Spring,4.6,No,No,45,Cash,Monthly,Senior,Low
4737,61,Other,,New York,XL,Red,Winter,5,Yes,Yes,33,Debit Card,Quarterly,Senior,High
168,33,Male,27,Arkansas,M,Green,Fall,4,Yes,Yes,14,Credit Card,Every 3 Months,Young Adult,Low
692,60,Male,21,Massachusetts,L,Silver,Summer,2.9,Yes,Yes,37,PayPal,Bi-Weekly,Senior,Low
511,21,Male,87,West Virginia,M,Teal,Fall,3.9,Yes,Yes,22,Venmo,Annually,Young Adult,High
2376,60,Male,63,Virginia,L,Peach,Fall,2.9,No,No,18,Credit Card,Quarterly,Senior,Medium
4322,54,Other,,Los Angeles,,Green,Spring,5,No,Yes,43,Debit Card,Weekly,Senior,High
3069,32,Female,40,California,M,Indigo,Winter,4.2,No,No,4,Debit Card,Weekly,Young Adult,Medium
2988,63,Female,36,Louisiana,L,Black,Winter,2.5,No,No,42,Cash,Monthly,Senior,Medium
3331,38,Female,96,Missouri,M,Black,Spring,3.2,No,No,41,Bank Transfer,Quarterly,Adult,High
4974,49,Other,1080.39,New York,L,Blue,Autumn,2,Yes,No,,Credit Card,Monthly,Adult,High
599,21,Male,66,California,L,Green,Winter,3.2,Yes,Yes,30,Cash,Every 3 Months,Young Adult,Medium
4923,67,Male,,Phoenix,,Blue,Summer,,Yes,No,,Cash,Weekly,Senior,High
2266,36,Male,94,Montana,XL,Yellow,Fall,3.9,No,No,10,PayPal,Quarterly,Adult,High
295,70,Male,20,New Jersey,M,Gold,Spring,4.6,Yes,Yes,19,Credit Card,Every 3 Months,Senior,Low
4721,54,Male,726.15,Chicago,,Green,Summer,,Yes,Yes,,Cash,Quarterly,Senior,High
5067,18,Male,1310.4,Phoenix,S,Black,Spring,,Yes,No,41,Cash,Monthly,Teen,High
4760,41,Other,,Chicago,,White,Summer,5,Yes,Yes,,Debit Card,Weekly,Adult,High
1334,29,Male,69,Idaho,M,Lavender,Winter,2.7,No,Yes,9,Bank Transfer,Quarterly,Young Adult,Medium
3321,66,Female,44,Illinois,XL,Silver,Fall,4.2,No,No,45,Cash,Every 3 Months,Senior,Medium
